Sequence	Name	Start	End	strand	Sample	TotalReadsORF	Reads	RPM	Length	RPKM
NC_000911.1	sll0141	2201147	2202550	-	E1	29745870.9999964	2885.99999999878	97.0218690183633	1404	69.1038953122246
NC_000911.1	sll0141	2201147	2202550	-	D2	37426642.9999964	2546.99999999946	68.053124614989	1404	48.4708864779124
NC_000911.1	sll0141	2201147	2202550	-	D1	48998966.0000005	3560.99999999981	72.6750029786295	1404	51.7628226343515
NC_000911.1	sll0141	2201147	2202550	-	B1	52337588.0000009	7349.00000000087	140.415335914997	1404	100.01092301638
NC_000911.1	sll0141	2201147	2202550	-	C1	62053964.0000001	5749.99999999962	92.6612842976415	1404	65.9980657390609
NC_000911.1	sll0136	2207370	2208695	-	A2	1786561.0000003	412.000000000155	230.610653652512	1326	173.914520099934
NC_000911.1	sll0136	2207370	2208695	-	A1	23225586.9999991	7338.99999999988	315.987707867197	1326	238.301438813874
NC_000911.1	sll0136	2207370	2208695	-	B2	23262593.9999945	7094.99999999708	304.996080832548	1326	230.012127324697
NC_000911.1	sll0136	2207370	2208695	-	C2	26276030.9999999	4927.00000000082	187.50929316535	1326	141.409723352451
NC_000911.1	sll0136	2207370	2208695	-	E1	29745870.9999964	7519.99999999904	252.808196472039	1326	190.654748470618
NC_000911.1	sll0136	2207370	2208695	-	D2	37426642.9999964	7757.99999999807	207.285489109959	1326	156.323898272971
NC_000911.1	sll0136	2207370	2208695	-	D1	48998966.0000005	10792.9999999998	220.269954268008	1326	166.116104274516
NC_000911.1	sll0136	2207370	2208695	-	B1	52337588.0000009	15433.0000000018	294.874116094184	1326	222.378669754287
NC_000911.1	sll0136	2207370	2208695	-	C1	62053964.0000001	11785.9999999989	189.931460301212	1326	143.236395400612
NC_000911.1	sll0135	2208778	2209758	-	A2	1786561.0000003	1500.00000000027	839.601894365775	981	855.863297008945
NC_000911.1	sll0135	2208778	2209758	-	A1	23225586.9999991	20531.9999999958	884.025019475144	981	901.146808843164
NC_000911.1	sll0135	2208778	2209758	-	B2	23262593.9999945	22710.9999999962	976.288370935825	981	995.197116142533
NC_000911.1	sll0135	2208778	2209758	-	C2	26276030.9999999	15329.000000004	583.383388457871	981	594.682353168064
NC_000911.1	sll0135	2208778	2209758	-	E1	29745870.9999964	15294.9999999983	514.189011308498	981	524.147819886338
NC_000911.1	sll0135	2208778	2209758	-	D2	37426642.9999964	19507.0000000103	521.206243370857	981	531.300961642056
NC_000911.1	sll0135	2208778	2209758	-	D1	48998966.0000005	25169.000000002	513.663900581121	981	523.612538818676
NC_000911.1	sll0135	2208778	2209758	-	B1	52337588.0000009	46214.0000000165	882.998276497108	981	900.100179915503
NC_000911.1	sll0135	2208778	2209758	-	C1	62053964.0000001	24842.9999999986	400.345093183709	981	408.0989736837
NC_000911.1	ssl0242	2209703	2209939	-	A2	1786561.0000003	2480.00000000063	1388.14179868486	237	5857.13839107534
NC_000911.1	ssl0242	2209703	2209939	-	A1	23225586.9999991	31331.9999999911	1349.02941312064	237	5692.10722835713
NC_000911.1	ssl0242	2209703	2209939	-	B2	23262593.9999945	40399.000000004	1736.65069338413	237	7327.64005647312
NC_000911.1	ssl0242	2209703	2209939	-	C2	26276030.9999999	30509.9999999929	1161.13426719557	237	4899.30070546654
NC_000911.1	ssl0242	2209703	2209939	-	E1	29745870.9999964	23406.9999999971	786.899129630459	237	3320.24949211164
NC_000911.1	ssl0242	2209703	2209939	-	D2	37426642.9999964	32056.0000000138	856.502144742635	237	3613.93310017989
NC_000911.1	ssl0242	2209703	2209939	-	D1	48998966.0000005	38276.0000000004	781.159341199158	237	3296.03097552387
NC_000911.1	ssl0242	2209703	2209939	-	B1	52337588.0000009	78500.0000000229	1499.8780608694	237	6328.59941295106
NC_000911.1	ssl0242	2209703	2209939	-	C1	62053964.0000001	44617.9999999999	719.019336137814	237	3033.83686134099
NC_000911.1	SGL_RS18950	2210006	2210161	-	A2	1786561.0000003	191.999999999987	107.469042478793	156	688.9041184538
NC_000911.1	SGL_RS18950	2210006	2210161	-	A1	23225586.9999991	3136.00000000059	135.023498006776	156	865.535243633181
NC_000911.1	SGL_RS18950	2210006	2210161	-	B2	23262593.9999945	1531.99999999895	65.8567999767915	156	422.158974210202
NC_000911.1	SGL_RS18950	2210006	2210161	-	C2	26276030.9999999	1368.00000000031	52.0626574082026	156	333.734983385914
NC_000911.1	SGL_RS18950	2210006	2210161	-	E1	29745870.9999964	2273.99999999755	76.4475849437329	156	490.048621434185
NC_000911.1	SGL_RS18950	2210006	2210161	-	D2	37426642.9999964	1563.99999999979	41.7884126022186	156	267.874439757812
NC_000911.1	SGL_RS18950	2210006	2210161	-	D1	48998966.0000005	2552.00000000203	52.0827317050323	156	333.863664775848
NC_000911.1	SGL_RS18950	2210006	2210161	-	B1	52337588.0000009	4803.99999999732	91.7887159797513	156	588.389204998406
NC_000911.1	SGL_RS18950	2210006	2210161	-	C1	62053964.0000001	4892.99999999794	78.8507241857738	156	505.453360165216
NC_000911.1	sll1865	2214685	2215731	-	A2	1786561.0000003	171.000000000064	95.7146159577173	1047	91.4179713063203
NC_000911.1	sll1865	2214685	2215731	-	A1	23225586.9999991	2247.99999999921	96.7898034180705	1047	92.4448934270014
NC_000911.1	sll1865	2214685	2215731	-	B2	23262593.9999945	2890.99999999851	124.276768102439	1047	118.697963803667
NC_000911.1	sll1865	2214685	2215731	-	C2	26276030.9999999	2439.00000000054	92.8222378790977	1047	88.6554325492815
NC_000911.1	sll1865	2214685	2215731	-	E1	29745870.9999964	2096.99999999892	70.4971792555402	1047	67.3325494322256
NC_000911.1	sll1865	2214685	2215731	-	D2	37426642.9999964	2397.00000000011	64.045284531673	1047	61.1702813100984
NC_000911.1	sll1865	2214685	2215731	-	D1	48998966.0000005	3246.99999999997	66.2667044851504	1047	63.2919813611752
NC_000911.1	sll1865	2214685	2215731	-	B1	52337588.0000009	6054.99999999943	115.691231319245	1047	110.497833160692
NC_000911.1	sll1865	2214685	2215731	-	C1	62053964.0000001	5474.00000000008	88.2135426513617	1047	84.2536223986263
NC_000911.1	sll1864	2216476	2219175	-	A2	1786561.0000003	22.0000000000083	12.3141611173671	2700	4.56080041383968
NC_000911.1	sll1864	2216476	2219175	-	A1	23225586.9999991	494.000000000165	21.2696454130604	2700	7.87764644928162
NC_000911.1	sll1864	2216476	2219175	-	B2	23262593.9999945	485.999999999626	20.8919091310169	2700	7.73774412259887
NC_000911.1	sll1864	2216476	2219175	-	C2	26276030.9999999	366.999999999969	13.9671018046816	2700	5.1730006684006
NC_000911.1	sll1864	2216476	2219175	-	E1	29745870.9999964	565.999999999929	19.027850957869	2700	7.04735220661814
NC_000911.1	sll1864	2216476	2219175	-	D2	37426642.9999964	543.000000000236	14.5083811016737	2700	5.37347448210138
NC_000911.1	sll1864	2216476	2219175	-	D1	48998966.0000005	671.000000000283	13.694166525887	2700	5.0719135281063
NC_000911.1	sll1864	2216476	2219175	-	B1	52337588.0000009	1099.99999999956	21.0173995790471	2700	7.78422206631373
NC_000911.1	sll1864	2216476	2219175	-	C1	62053964.0000001	678.999999999835	10.9420890501022	2700	4.05262557411191
NC_000911.1	sll1863	2224789	2225112	-	A2	1786561.0000003	472.000000000263	264.194729427197	324	815.415831565424
NC_000911.1	sll1863	2224789	2225112	-	A1	23225586.9999991	3942.00000000036	169.726603680695	324	523.847542224369
NC_000911.1	sll1863	2224789	2225112	-	B2	23262593.9999945	2105.99999999885	90.5316062344271	324	279.418537760578
NC_000911.1	sll1863	2224789	2225112	-	C2	26276030.9999999	1138.00000000016	43.3094328439544	324	133.671089024551
NC_000911.1	sll1863	2224789	2225112	-	E1	29745870.9999964	4073.99999999927	136.96018516317	324	422.716620873981
NC_000911.1	sll1863	2224789	2225112	-	D2	37426642.9999964	2851.99999999877	76.2023994510822	324	235.192590898402
NC_000911.1	sll1863	2224789	2225112	-	D1	48998966.0000005	3380.00000000024	68.9810474776184	324	212.904467523513
NC_000911.1	sll1863	2224789	2225112	-	B1	52337588.0000009	3283.00000000004	62.7273843800364	324	193.603038209989
NC_000911.1	sll1863	2224789	2225112	-	C1	62053964.0000001	1918.00000000034	30.9085814405078	324	95.3968562978635
NC_000911.1	sll1862	2225278	2225709	-	A2	1786561.0000003	361.00000000005	202.064189244022	432	467.741178805607
NC_000911.1	sll1862	2225278	2225709	-	A1	23225586.9999991	4894.99999999966	210.758935823661	432	487.867906999215
NC_000911.1	sll1862	2225278	2225709	-	B2	23262593.9999945	1893.00000000015	81.3752756894005	432	188.368693725464
NC_000911.1	sll1862	2225278	2225709	-	C2	26276030.9999999	2075.00000000088	78.9693085687444	432	182.799325390612
NC_000911.1	sll1862	2225278	2225709	-	E1	29745870.9999964	3746.99999999783	125.967062789934	432	291.590423124847
NC_000911.1	sll1862	2225278	2225709	-	D2	37426642.9999964	4178.99999999985	111.658424721668	432	258.468575744603
NC_000911.1	sll1862	2225278	2225709	-	D1	48998966.0000005	4586.00000000022	93.5938117551332	432	216.652342025771
NC_000911.1	sll1862	2225278	2225709	-	B1	52337588.0000009	4018.99999999786	76.7899353710719	432	177.754480025629
NC_000911.1	sll1862	2225278	2225709	-	C1	62053964.0000001	5485.99999999923	88.4069227229257	432	204.645654451217
NC_000911.1	sll1861	2225766	2226530	-	A2	1786561.0000003	11.0000000000041	6.15708055868357	765	8.04847131854062
NC_000911.1	sll1861	2225766	2226530	-	A1	23225586.9999991	355.000000000032	15.284866642985	765	19.9802178339673
NC_000911.1	sll1861	2225766	2226530	-	B2	23262593.9999945	163.999999999927	7.0499446450368	765	9.21561391508078
NC_000911.1	sll1861	2225766	2226530	-	C2	26276030.9999999	137.999999999993	5.25193473854531	765	6.86527416803309
NC_000911.1	sll1861	2225766	2226530	-	E1	29745870.9999964	300.999999999959	10.1190514811281	765	13.2275182759845
NC_000911.1	sll1861	2225766	2226530	-	D2	37426642.9999964	165.000000000053	4.40862409166832	765	5.76290730937035
NC_000911.1	sll1861	2225766	2226530	-	D1	48998966.0000005	361.000000000101	7.36750240811402	765	9.63072210210983
NC_000911.1	sll1861	2225766	2226530	-	B1	52337588.0000009	480.999999999875	9.19033563411188	765	12.013510632826
NC_000911.1	sll1861	2225766	2226530	-	C1	62053964.0000001	496.999999999993	8.0091579645096	765	10.4694875353067
NC_000911.1	sll1860	2226619	2227404	-	A2	1786561.0000003	0	0	786	0
NC_000911.1	sll1860	2226619	2227404	-	A1	23225586.9999991	0	0	786	0
NC_000911.1	sll1860	2226619	2227404	-	B2	23262593.9999945	0	0	786	0
NC_000911.1	sll1860	2226619	2227404	-	C2	26276030.9999999	0	0	786	0
NC_000911.1	sll1860	2226619	2227404	-	E1	29745870.9999964	0	0	786	0
NC_000911.1	sll1860	2226619	2227404	-	D2	37426642.9999964	0	0	786	0
NC_000911.1	sll1860	2226619	2227404	-	D1	48998966.0000005	0	0	786	0
NC_000911.1	sll1860	2226619	2227404	-	B1	52337588.0000009	0	0	786	0
NC_000911.1	sll1860	2226619	2227404	-	C1	62053964.0000001	0	0	786	0
NC_000911.1	sll1858	2228445	2230328	-	A2	1786561.0000003	331.000000000124	185.272151356751	1884	98.3397830980632
NC_000911.1	sll1858	2228445	2230328	-	A1	23225586.9999991	3725.99999999892	160.42651580772	1884	85.1520784542036
NC_000911.1	sll1858	2228445	2230328	-	B2	23262593.9999945	2765.99999999804	118.903334683943	1884	63.1121733991205
NC_000911.1	sll1858	2228445	2230328	-	C2	26276030.9999999	2968.99999999992	112.992711874938	1884	59.9749001459329
NC_000911.1	sll1858	2228445	2230328	-	E1	29745870.9999964	4130.99999999817	138.876417503413	1884	73.7135974009624
NC_000911.1	sll1858	2228445	2230328	-	D2	37426642.9999964	4642.99999999883	124.056010046086	1884	65.8471390902793
NC_000911.1	sll1858	2228445	2230328	-	D1	48998966.0000005	5711.0000000011	116.553479924475	1884	61.8649044185113
NC_000911.1	sll1858	2228445	2230328	-	B1	52337588.0000009	5804.99999999992	110.914549596742	1884	58.8718416118586
NC_000911.1	sll1858	2228445	2230328	-	C1	62053964.0000001	5443.00000000028	87.7139774664559	1884	46.5573128802845
NC_000911.1	sll1854	2233037	2233834	-	A2	1786561.0000003	74.0000000000278	41.4203601220531	798	51.9052131855302
NC_000911.1	sll1854	2233037	2233834	-	A1	23225586.9999991	1419.99999999966	61.1394665719199	798	76.6158728971428
NC_000911.1	sll1854	2233037	2233834	-	B2	23262593.9999945	1324.99999999888	56.9583942357928	798	71.3764338794396
NC_000911.1	sll1854	2233037	2233834	-	C2	26276030.9999999	791.000000000421	30.1034810013896	798	37.7236604027438
NC_000911.1	sll1854	2233037	2233834	-	E1	29745870.9999964	557.999999999796	18.7589060680006	798	23.5074010877201
NC_000911.1	sll1854	2233037	2233834	-	D2	37426642.9999964	673.000000000039	17.9818425072242	798	22.533637227098
NC_000911.1	sll1854	2233037	2233834	-	D1	48998966.0000005	1030.00000000016	21.02085174614	798	26.3419194813784
NC_000911.1	sll1854	2233037	2233834	-	B1	52337588.0000009	3801.9999999999	72.64377563597	798	91.0323002957017
NC_000911.1	sll1854	2233037	2233834	-	C1	62053964.0000001	1861.00000000001	29.9900261005083	798	37.5814863414891
NC_000911.1	sll1853	2233809	2234273	-	A2	1786561.0000003	49.0000000000184	27.4269952159541	465	58.982785410654
NC_000911.1	sll1853	2233809	2234273	-	A1	23225586.9999991	907.999999999764	39.0948138361282	465	84.0748684647918
NC_000911.1	sll1853	2233809	2234273	-	B2	23262593.9999945	688.999999999697	29.6183650026243	465	63.6954086077943
NC_000911.1	sll1853	2233809	2234273	-	C2	26276030.9999999	345.999999999992	13.167894344469	465	28.3180523536969
NC_000911.1	sll1853	2233809	2234273	-	E1	29745870.9999964	315.999999999897	10.6233231496208	465	22.8458562357437
NC_000911.1	sll1853	2233809	2234273	-	D2	37426642.9999964	316.999999999977	8.4699020427776	465	18.2148431027475
NC_000911.1	sll1853	2233809	2234273	-	D1	48998966.0000005	595.000000000042	12.1431133873322	465	26.1142223383488
NC_000911.1	sll1853	2233809	2234273	-	B1	52337588.0000009	1593.99999999951	30.4561226627311	465	65.497037984368
NC_000911.1	sll1853	2233809	2234273	-	C1	62053964.0000001	925.999999999913	14.9224955234111	465	32.0913882223894
NC_000911.1	sll1852	2234304	2234753	-	A2	1786561.0000003	864.00000000058	483.610691154925	450	1074.69042478872
NC_000911.1	sll1852	2234304	2234753	-	A1	23225586.9999991	9902.0000000015	426.340139433371	450	947.422532074158
NC_000911.1	sll1852	2234304	2234753	-	B2	23262593.9999945	13763.9999999955	591.679500574989	450	1314.84333461109
NC_000911.1	sll1852	2234304	2234753	-	C2	26276030.9999999	5842.00000000272	222.331903931866	450	494.070897626369
NC_000911.1	sll1852	2234304	2234753	-	E1	29745870.9999964	3156.99999999992	106.132377162541	450	235.84972702787
NC_000911.1	sll1852	2234304	2234753	-	D2	37426642.9999964	5874.0000000024	156.947017663406	450	348.771150363123
NC_000911.1	sll1852	2234304	2234753	-	D1	48998966.0000005	6645.99999999891	135.63551524738	450	301.412256105288
NC_000911.1	sll1852	2234304	2234753	-	B1	52337588.0000009	20856.9999999952	398.509002745691	450	885.575561657092
NC_000911.1	sll1852	2234304	2234753	-	C1	62053964.0000001	7437.99999999852	119.86341436622	450	266.363143036045
NC_000911.1	sll1851	2235072	2235458	-	A2	1786561.0000003	6.00000000000225	3.35840757746377	387	8.67805575572033
NC_000911.1	sll1851	2235072	2235458	-	A1	23225586.9999991	13.0000000000044	0.559727510870013	387	1.44632431749357
NC_000911.1	sll1851	2235072	2235458	-	B2	23262593.9999945	10.9999999999883	0.472862140825347	387	1.22186599696472
NC_000911.1	sll1851	2235072	2235458	-	C2	26276030.9999999	3.99999999999959	0.152229992421595	387	0.393359153544174
NC_000911.1	sll1851	2235072	2235458	-	E1	29745870.9999964	6.00000000000009	0.201708667397933	387	0.521211026868043
NC_000911.1	sll1851	2235072	2235458	-	D2	37426642.9999964	13.9999999999952	0.374065074444335	387	0.966576419752803
NC_000911.1	sll1851	2235072	2235458	-	D1	48998966.0000005	12.0000000000094	0.244903127139648	387	0.632824617931906
NC_000911.1	sll1851	2235072	2235458	-	B1	52337588.0000009	23.9999999999923	0.458561445361065	387	1.18491329550663
NC_000911.1	sll1851	2235072	2235458	-	C1	62053964.0000001	6.99999999999392	0.11280504175356	387	0.291485896004031
NC_000911.1	sll1849	2236419	2237054	-	A2	1786561.0000003	27.0000000000101	15.1128340985869	636	23.7623177650738
NC_000911.1	sll1849	2236419	2237054	-	A1	23225586.9999991	407.999999999841	17.5668326488307	636	27.6208060516205
NC_000911.1	sll1849	2236419	2237054	-	B2	23262593.9999945	256.999999999808	11.0477791083775	636	17.3707218685181
NC_000911.1	sll1849	2236419	2237054	-	C2	26276030.9999999	192.999999999962	7.34509713434129	636	11.5488948653165
NC_000911.1	sll1849	2236419	2237054	-	E1	29745870.9999964	384.999999999846	12.9429728246953	636	20.3505862023511
NC_000911.1	sll1849	2236419	2237054	-	D2	37426642.9999964	339.000000000094	9.0577185883363	636	14.2416958936105
NC_000911.1	sll1849	2236419	2237054	-	D1	48998966.0000005	410.999999999953	8.38793210452541	636	13.1885724913922
NC_000911.1	sll1849	2236419	2237054	-	B1	52337588.0000009	549.999999999895	10.5086997895258	636	16.5231128766128
NC_000911.1	sll1849	2236419	2237054	-	C1	62053964.0000001	465.999999999783	7.50959277959716	636	11.8075358169767
NC_000911.1	sll1848	2238277	2238954	-	A2	1786561.0000003	15.0000000000056	8.39601894365942	678	12.3835087664593
NC_000911.1	sll1848	2238277	2238954	-	A1	23225586.9999991	148.000000000022	6.372282431442	678	9.39864665404424
NC_000911.1	sll1848	2238277	2238954	-	B2	23262593.9999945	252.999999999846	10.8758292389879	678	16.0410460752034
NC_000911.1	sll1848	2238277	2238954	-	C2	26276030.9999999	181.999999999925	6.92646465518045	678	10.2160245651629
NC_000911.1	sll1848	2238277	2238954	-	E1	29745870.9999964	130.999999999925	4.40397257151896	678	6.49553476625215
NC_000911.1	sll1848	2238277	2238954	-	D2	37426642.9999964	268.99999999999	7.1873932161112	678	10.6008749500165
NC_000911.1	sll1848	2238277	2238954	-	D1	48998966.0000005	326.000000000085	6.65320162062362	678	9.81298174133277
NC_000911.1	sll1848	2238277	2238954	-	B1	52337588.0000009	690.999999999934	13.2027482810236	678	19.4730800605068
NC_000911.1	sll1848	2238277	2238954	-	C1	62053964.0000001	376.000000000025	6.05924224276831	678	8.93693546131019
NC_000911.1	SGL_RS12405	2239035	2239250	-	A2	1786561.0000003	1.00000000000038	0.559734596243961	216	2.59136387149982
NC_000911.1	SGL_RS12405	2239035	2239250	-	A1	23225586.9999991	37.0000000000063	1.59307060786053	216	7.37532688824321
NC_000911.1	SGL_RS12405	2239035	2239250	-	B2	23262593.9999945	32.9999999999905	1.41858642247714	216	6.56752973369047
NC_000911.1	SGL_RS12405	2239035	2239250	-	C2	26276030.9999999	31.9999999999996	1.21783993937287	216	5.638147867467
NC_000911.1	SGL_RS12405	2239035	2239250	-	E1	29745870.9999964	29.0000000000074	0.974925225756909	216	4.51354271183754
NC_000911.1	SGL_RS12405	2239035	2239250	-	D2	37426642.9999964	20.0000000000172	0.534378677778264	216	2.47397536008455
NC_000911.1	SGL_RS12405	2239035	2239250	-	D1	48998966.0000005	44.0000000000147	0.897978132844972	216	4.15730617057857
NC_000911.1	SGL_RS12405	2239035	2239250	-	B1	52337588.0000009	87.0000000000194	1.66228523943476	216	7.69576499738316
NC_000911.1	SGL_RS12405	2239035	2239250	-	C1	62053964.0000001	45.9999999999904	0.741290274381026	216	3.43189941843068
NC_000911.1	sll1845	2243250	2243729	-	A2	1786561.0000003	38.0000000000143	21.2699146572705	480	44.3123222026469
NC_000911.1	sll1845	2243250	2243729	-	A1	23225586.9999991	466.999999999855	20.1071344289327	480	41.8898633936099
NC_000911.1	sll1845	2243250	2243729	-	B2	23262593.9999945	343.999999999765	14.7876887676347	480	30.8076849325723
NC_000911.1	sll1845	2243250	2243729	-	C2	26276030.9999999	355.999999999937	13.548469325521	480	28.2259777615021
NC_000911.1	sll1845	2243250	2243729	-	E1	29745870.9999964	302.999999999876	10.1862877035913	480	21.2214327158152
NC_000911.1	sll1845	2243250	2243729	-	D2	37426642.9999964	402.000000000046	10.7410114233351	480	22.3771071319482
NC_000911.1	sll1845	2243250	2243729	-	D1	48998966.0000005	510.999999999976	10.4287914973547	480	21.7266489528222
NC_000911.1	sll1845	2243250	2243729	-	B1	52337588.0000009	735.999999999736	14.0625509910721	480	29.2969812314002
NC_000911.1	sll1845	2243250	2243729	-	C1	62053964.0000001	745.999999999979	12.0217944497466	480	25.0454051036388
NC_000911.1	sll1841	2251657	2252958	-	A2	1786561.0000003	1154.00000000039	645.933724065507	1302	496.108851048777
NC_000911.1	sll1841	2251657	2252958	-	A1	23225586.9999991	15371.9999999994	661.85625362235	1302	508.338136422696
NC_000911.1	sll1841	2251657	2252958	-	B2	23262593.9999945	18502.9999999978	795.397108336332	1302	610.904077063235
NC_000911.1	sll1841	2251657	2252958	-	C2	26276030.9999999	16435.0000000038	625.474981362439	1302	480.395531000337
NC_000911.1	sll1841	2251657	2252958	-	E1	29745870.9999964	14099.9999999981	474.015368385069	1302	364.067103214339
NC_000911.1	sll1841	2251657	2252958	-	D2	37426642.9999964	25150.0000000008	671.981187305611	1302	516.114583184033
NC_000911.1	sll1841	2251657	2252958	-	D1	48998966.0000005	31407.9999999959	640.993118099585	1302	492.314222810741
NC_000911.1	sll1841	2251657	2252958	-	B1	52337588.0000009	47147.000000006	900.824852685324	1302	691.877767039419
NC_000911.1	sll1841	2251657	2252958	-	C1	62053964.0000001	36349.0000000051	585.764351814898	1302	449.895815526036
NC_000911.1	sll0947	2262805	2263380	-	A2	1786561.0000003	1735.99999999974	971.699259079004	576	1686.97788034549
NC_000911.1	sll0947	2262805	2263380	-	A1	23225586.9999991	23744.9999999925	1022.36382658459	576	1774.93719893159
NC_000911.1	sll0947	2262805	2263380	-	B2	23262593.9999945	6403.00000000018	275.248753428	576	477.862419145834
NC_000911.1	sll0947	2262805	2263380	-	C2	26276030.9999999	11674.0000000045	444.283232882645	576	771.325057087925
NC_000911.1	sll0947	2262805	2263380	-	E1	29745870.9999964	133895.999999962	4501.33062165092	576	7814.81010703284
NC_000911.1	sll0947	2262805	2263380	-	D2	37426642.9999964	40548.9999999739	1083.42605025991	576	1880.94800392346
NC_000911.1	sll0947	2262805	2263380	-	D1	48998966.0000005	64331.0000000068	1312.90525600083	576	2279.34940277922
NC_000911.1	sll0947	2262805	2263380	-	B1	52337588.0000009	20588.0000000006	393.36929321237	576	682.93280071592
NC_000911.1	sll0947	2262805	2263380	-	C1	62053964.0000001	40154.9999999932	647.098064516767	576	1123.43413978605
NC_000911.1	ssl1807	2264491	2264781	-	A2	1786561.0000003	170.000000000064	95.1548813614734	291	326.992719455235
NC_000911.1	ssl1807	2264491	2264781	-	A1	23225586.9999991	2054.99999999969	88.4800026797933	291	304.054992026781
NC_000911.1	ssl1807	2264491	2264781	-	B2	23262593.9999945	866.999999999318	37.2701341905173	291	128.076062510369
NC_000911.1	ssl1807	2264491	2264781	-	C2	26276030.9999999	735.999999999999	28.0103186055764	291	96.2553903971697
NC_000911.1	ssl1807	2264491	2264781	-	E1	29745870.9999964	1431.99999999913	48.1411352856099	291	165.433454589725
NC_000911.1	ssl1807	2264491	2264781	-	D2	37426642.9999964	1073.9999999997	28.6961349966601	291	98.6121477548456
NC_000911.1	ssl1807	2264491	2264781	-	D1	48998966.0000005	1475.00000000001	30.1026760442251	291	103.445622145103
NC_000911.1	ssl1807	2264491	2264781	-	B1	52337588.0000009	1980.0000000002	37.8313192423038	291	130.004533478707
NC_000911.1	ssl1807	2264491	2264781	-	C1	62053964.0000001	1655.00000000015	26.6703348717601	291	91.6506352981447
NC_000911.1	sll0945	2265213	2266646	-	A2	1786561.0000003	678.000000000319	379.500056253441	1434	264.644390692776
NC_000911.1	sll0945	2265213	2266646	-	A1	23225586.9999991	6563.99999999784	282.619337026793	1434	197.084614384095
NC_000911.1	sll0945	2265213	2266646	-	B2	23262593.9999945	9209.99999999727	395.914574273163	1434	276.091055978496
NC_000911.1	sll0945	2265213	2266646	-	C2	26276030.9999999	6946.00000000168	264.347381840191	1434	184.342665160524
NC_000911.1	sll0945	2265213	2266646	-	E1	29745870.9999964	4820.99999999916	162.072914254208	1434	113.021558057328
NC_000911.1	sll0945	2265213	2266646	-	D2	37426642.9999964	8799.99999999868	235.126618222199	1434	163.965563613807
NC_000911.1	sll0945	2265213	2266646	-	D1	48998966.0000005	10736.9999999985	219.127073007997	1434	152.808279642955
NC_000911.1	sll0945	2265213	2266646	-	B1	52337588.0000009	19190.000000002	366.658089020108	1434	255.689043947077
NC_000911.1	sll0945	2265213	2266646	-	C1	62053964.0000001	12006.0000000027	193.476761613532	1434	134.9210332033
NC_000911.1	sll0944	2266850	2267188	-	A2	1786561.0000003	288.000000000108	161.203563718261	339	475.526736632038
NC_000911.1	sll0944	2266850	2267188	-	A1	23225586.9999991	3448.99999999968	148.500014229988	339	438.053139321497
NC_000911.1	sll0944	2266850	2267188	-	B2	23262593.9999945	1282.99999999959	55.1529206072156	339	162.692981142229
NC_000911.1	sll0944	2266850	2267188	-	C2	26276030.9999999	3944.99999999909	150.136830025779	339	442.881504500823
NC_000911.1	sll0944	2266850	2267188	-	E1	29745870.9999964	1744.99999999977	58.6636041015568	339	173.04897965061
NC_000911.1	sll0944	2266850	2267188	-	D2	37426642.9999964	4675.99999999902	124.937734864425	339	368.54789045553
NC_000911.1	sll0944	2266850	2267188	-	D1	48998966.0000005	5752.99999999568	117.410640869353	339	346.344073360922
NC_000911.1	sll0944	2266850	2267188	-	B1	52337588.0000009	4664.99999999947	89.1328809420753	339	262.928852336505
NC_000911.1	sll0944	2266850	2267188	-	C1	62053964.0000001	10215.9999999966	164.630900936426	339	485.636875918662
NC_000911.1	sll0306	2269126	2270112	-	A2	1786561.0000003	1452.0000000005	812.734633746208	987	823.439345234253
NC_000911.1	sll0306	2269126	2270112	-	A1	23225586.9999991	24234.9999999997	1043.46124814846	987	1057.20491200452
NC_000911.1	sll0306	2269126	2270112	-	B2	23262593.9999945	5695.99999999682	244.856614012958	987	248.081675798336
NC_000911.1	sll0306	2269126	2270112	-	C2	26276030.9999999	6074.00000000236	231.161243492306	987	234.205920458263
NC_000911.1	sll0306	2269126	2270112	-	E1	29745870.9999964	22247.9999999944	747.935738711334	987	757.786969312395
NC_000911.1	sll0306	2269126	2270112	-	D2	37426642.9999964	9560.99999999925	255.45972691166	987	258.824444692664
NC_000911.1	sll0306	2269126	2270112	-	D1	48998966.0000005	16873.9999999992	344.374613945914	987	348.910449793226
NC_000911.1	sll0306	2269126	2270112	-	B1	52337588.0000009	17099.0000000008	326.705923092989	987	331.009040621063
NC_000911.1	sll0306	2269126	2270112	-	C1	62053964.0000001	16220.0000000057	261.385396749283	987	264.828162866548
NC_000911.1	sll0301	2279497	2280006	-	A2	1786561.0000003	183.000000000069	102.431431112645	510	200.845943358127
NC_000911.1	sll0301	2279497	2280006	-	A1	23225586.9999991	2293.99999999975	98.7703776873255	510	193.66740723005
NC_000911.1	sll0301	2279497	2280006	-	B2	23262593.9999945	1202.99999999922	51.7139232193755	510	101.399849449756
NC_000911.1	sll0301	2279497	2280006	-	C2	26276030.9999999	1342.99999999969	51.111219955544	510	100.218078344204
NC_000911.1	sll0301	2279497	2280006	-	E1	29745870.9999964	2640.99999999957	88.7854317663077	510	174.089081894721
NC_000911.1	sll0301	2279497	2280006	-	D2	37426642.9999964	2288.00000000045	61.1329207377929	510	119.868472034888
NC_000911.1	sll0301	2279497	2280006	-	D1	48998966.0000005	2699.00000000034	55.0827950124563	510	108.005480416581
